Port Name,State,Port Code,Border,Date,Measure,Value,Latitude,Longitude,Point
Del Rio,Texas,2302,US-Mexico Border,Aug-20,Pedestrians,7330,29.327,-100.928,POINT (-100.927612 29.326784)
Westhope,North Dakota,3419,US-Canada Border,Jul-23,Personal Vehicle Passengers,1566,49,-101.017,POINT (-101.017277 48.999611)
Dunseith,North Dakota,3422,US-Canada Border,Nov-23,Bus Passengers,173,48.999,-100.052,POINT (-100.052166 48.999277)
Naco,Arizona,2603,US-Mexico Border,Oct-23,Truck Containers Empty,141,31.334,-109.948,POINT (-109.948413 31.334084)
Calexico East,California,2507,US-Mexico Border,Feb-21,Rail Containers Loaded,40,32.673,-115.388,POINT (-115.388018 32.673389)
Rio Grande City,Texas,2307,US-Mexico Border,Dec-23,Personal Vehicle Passengers,90849,26.366,-98.803,POINT (-98.802513 26.365761)
Nogales,Arizona,2604,US-Mexico Border,Oct-22,Bus Passengers,11506,31.333,-110.943,POINT (-110.942516 31.332839)
Roseau,Minnesota,3426,US-Canada Border,Nov-21,Personal Vehicle Passengers,800,49,-95.766,POINT (-95.766469 48.999538)
Hidalgo,Texas,2305,US-Mexico Border,Jun-22,Buses,920,26.095,-98.271,POINT (-98.271092 26.095032)
Walhalla,North Dakota,3407,US-Canada Border,Oct-20,Truck Containers Loaded,138,49,-97.908,POINT (-97.908416 49.000472)
Brownsville,Texas,2301,US-Mexico Border,Sep-20,Truck Containers Loaded,10783,25.952,-97.401,POINT (-97.40067 25.95155)
Madawaska,Maine,109,US-Canada Border,May-21,Truck Containers Empty,125,47.36,-68.329,POINT (-68.328684 47.360052)
Blaine,Washington,3004,US-Canada Border,Oct-21,Train Passengers,324,48.994,-122.749,POINT (-122.748884 48.994045)
Derby Line,Vermont,209,US-Canada Border,Jul-21,Trucks,6856,45.006,-72.099,POINT (-72.099279 45.005739)
Lukeville,Arizona,2602,US-Mexico Border,Feb-21,Personal Vehicles,20633,31.88,-112.817,POINT (-112.817077 31.880195)
Port Huron,Michigan,3802,US-Canada Border,Dec-23,Personal Vehicles,80218,42.999,-82.424,POINT (-82.423611 42.998611)
Highgate Springs,Vermont,212,US-Canada Border,Mar-22,Truck Containers Loaded,7581,45.015,-73.085,POINT (-73.085037 45.015414)
Champlain Rouses Point,New York,712,US-Canada Border,Mar-23,Personal Vehicles,50781,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Sumas,Washington,3009,US-Canada Border,Dec-22,Truck Containers Loaded,7338,49.002,-122.265,POINT (-122.264805 49.002388)
Ogdensburg,New York,701,US-Canada Border,May-22,Buses,4,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Rio Grande City,Texas,2307,US-Mexico Border,Jan-21,Personal Vehicle Passengers,40466,26.366,-98.803,POINT (-98.802513 26.365761)
Detroit,Michigan,3801,US-Canada Border,Oct-23,Personal Vehicle Passengers,535931,42.332,-83.048,POINT (-83.047924 42.331685)
International Falls,Minnesota,3604,US-Canada Border,Jul-21,Trains,286,48.608,-93.401,POINT (-93.401355 48.6078)
Alexandria Bay,New York,708,US-Canada Border,Sep-23,Personal Vehicle Passengers,105110,44.347,-75.984,POINT (-75.983592 44.347229)
Eagle Pass,Texas,2303,US-Mexico Border,Dec-20,Trucks,16125,28.705,-100.512,POINT (-100.511977 28.705483)
Northgate,North Dakota,3406,US-Canada Border,Dec-22,Personal Vehicles,477,48.999,-102.275,POINT (-102.27475 48.998833)
Roseau,Minnesota,3426,US-Canada Border,Apr-23,Truck Containers Loaded,122,49,-95.766,POINT (-95.766469 48.999538)
Highgate Springs,Vermont,212,US-Canada Border,Dec-20,Personal Vehicles,1583,45.015,-73.085,POINT (-73.085037 45.015414)
International Falls,Minnesota,3604,US-Canada Border,Dec-22,Truck Containers Loaded,762,48.608,-93.401,POINT (-93.401355 48.6078)
Beecher Falls,Vermont,206,US-Canada Border,Jun-21,Personal Vehicles,317,45.013,-71.505,POINT (-71.505309 45.013411)
Laredo,Texas,2304,US-Mexico Border,Oct-22,Rail Containers Empty,21336,27.5,-99.507,POINT (-99.507412 27.499561)
Sweetgrass,Montana,3310,US-Canada Border,Apr-21,Train Passengers,62,48.998,-111.96,POINT (-111.959611 48.998388)
Derby Line,Vermont,209,US-Canada Border,Sep-22,Truck Containers Empty,808,45.006,-72.099,POINT (-72.099279 45.005739)
Morgan,Montana,3319,US-Canada Border,May-22,Truck Containers Loaded,14,49,-107.832,POINT (-107.831819 48.999829)
Laurier,Washington,3016,US-Canada Border,Sep-21,Personal Vehicle Passengers,403,49,-118.224,POINT (-118.223777 49.000083)
Oroville,Washington,3019,US-Canada Border,Apr-23,Pedestrians,451,49,-119.462,POINT (-119.461833 49.000083)
Sweetgrass,Montana,3310,US-Canada Border,Oct-21,Pedestrians,264,48.998,-111.96,POINT (-111.959611 48.998388)
Alexandria Bay,New York,708,US-Canada Border,Nov-21,Truck Containers Empty,1733,44.347,-75.984,POINT (-75.983592 44.347229)
Boundary,Washington,3015,US-Canada Border,Oct-22,Rail Containers Loaded,350,49.001,-117.628,POINT (-117.627583 49.00075)
Derby Line,Vermont,209,US-Canada Border,Apr-21,Truck Containers Loaded,6966,45.006,-72.099,POINT (-72.099279 45.005739)
Raymond,Montana,3301,US-Canada Border,Nov-23,Truck Containers Empty,560,48.999,-104.574,POINT (-104.574333 48.999194)
Ogdensburg,New York,701,US-Canada Border,Jul-23,Buses,2,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Houlton,Maine,106,US-Canada Border,May-22,Personal Vehicles,8030,46.135,-67.781,POINT (-67.781288 46.134879)
Buffalo Niagara Falls,New York,901,US-Canada Border,Mar-23,Train Passengers,1326,43.095,-79.056,POINT (-79.055847 43.09549)
Richford,Vermont,203,US-Canada Border,Jul-22,Rail Containers Empty,6,45.012,-72.589,POINT (-72.588559 45.01174)
Progreso,Texas,2309,US-Mexico Border,Dec-20,Pedestrians,64481,26.062,-97.95,POINT (-97.949958 26.062133)
Eagle Pass,Texas,2303,US-Mexico Border,Mar-22,Trucks,18215,28.705,-100.512,POINT (-100.511977 28.705483)
Opheim,Montana,3317,US-Canada Border,Mar-23,Truck Containers Loaded,9,49,-106.378,POINT (-106.377583 48.999527)
Roma,Texas,2310,US-Mexico Border,Aug-21,Pedestrians,12698,26.404,-99.019,POINT (-99.018981 26.403928)
Sherwood,North Dakota,3414,US-Canada Border,Sep-20,Truck Containers Loaded,72,48.999,-101.628,POINT (-101.627527 48.999305)
Norton,Vermont,211,US-Canada Border,Aug-21,Rail Containers Empty,166,45.011,-71.793,POINT (-71.793219 45.010771)
Alexandria Bay,New York,708,US-Canada Border,Apr-21,Truck Containers Empty,2087,44.347,-75.984,POINT (-75.983592 44.347229)
Roseau,Minnesota,3426,US-Canada Border,Dec-22,Truck Containers Loaded,65,49,-95.766,POINT (-95.766469 48.999538)
Trout River,New York,715,US-Canada Border,Jul-23,Bus Passengers,26,44.992,-74.308,POINT (-74.308172 44.992058)
Skagway,Alaska,3103,US-Canada Border,Sep-23,Pedestrians,45,59.63,-135.164,POINT (-135.164444 59.629722)
Sweetgrass,Montana,3310,US-Canada Border,Jul-23,Personal Vehicle Passengers,46941,48.998,-111.96,POINT (-111.959611 48.998388)
Kenneth G Ward,Washington,3023,US-Canada Border,Oct-23,Truck Containers Loaded,3894,49.002,-122.485,POINT (-122.485027 49.002277)
Brownsville,Texas,2301,US-Mexico Border,May-22,Truck Containers Loaded,8375,25.952,-97.401,POINT (-97.40067 25.95155)
Madawaska,Maine,109,US-Canada Border,May-21,Personal Vehicle Passengers,1706,47.36,-68.329,POINT (-68.328684 47.360052)
Highgate Springs,Vermont,212,US-Canada Border,May-23,Personal Vehicles,36017,45.015,-73.085,POINT (-73.085037 45.015414)
Ysleta,Texas,2401,US-Mexico Border,Dec-21,Truck Containers Empty,21090,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Van Buren,Maine,108,US-Canada Border,Feb-21,Personal Vehicles,719,47.16,-67.931,POINT (-67.930799 47.159645)
Beecher Falls,Vermont,206,US-Canada Border,Nov-21,Personal Vehicle Passengers,1252,45.013,-71.505,POINT (-71.505309 45.013411)
Northgate,North Dakota,3406,US-Canada Border,May-23,Rail Containers Empty,70,48.999,-102.275,POINT (-102.27475 48.998833)
Kenneth G Ward,Washington,3023,US-Canada Border,May-22,Personal Vehicles,22547,49.002,-122.485,POINT (-122.485027 49.002277)
Derby Line,Vermont,209,US-Canada Border,Apr-21,Trucks,7751,45.006,-72.099,POINT (-72.099279 45.005739)
International Falls,Minnesota,3604,US-Canada Border,Nov-22,Bus Passengers,79,48.608,-93.401,POINT (-93.401355 48.6078)
Sumas,Washington,3009,US-Canada Border,Sep-20,Truck Containers Empty,3152,49.002,-122.265,POINT (-122.264805 49.002388)
Sumas,Washington,3009,US-Canada Border,Jan-23,Pedestrians,1162,49.002,-122.265,POINT (-122.264805 49.002388)
Calais,Maine,115,US-Canada Border,May-21,Personal Vehicle Passengers,4912,45.189,-67.275,POINT (-67.275381 45.188548)
Vanceboro,Maine,105,US-Canada Border,Aug-23,Rail Containers Loaded,4711,45.569,-67.429,POINT (-67.428541 45.568761)
Jackman,Maine,104,US-Canada Border,Oct-22,Buses,3,45.806,-70.397,POINT (-70.396722 45.805661)
Eagle Pass,Texas,2303,US-Mexico Border,Jul-22,Truck Containers Loaded,12263,28.705,-100.512,POINT (-100.511977 28.705483)
Detroit,Michigan,3801,US-Canada Border,Sep-23,Personal Vehicles,297128,42.332,-83.048,POINT (-83.047924 42.331685)
International Falls,Minnesota,3604,US-Canada Border,Dec-20,Trains,354,48.608,-93.401,POINT (-93.401355 48.6078)
Piegan,Montana,3316,US-Canada Border,Jun-22,Truck Containers Empty,21,48.998,-113.379,POINT (-113.378777 48.998083)
Laurier,Washington,3016,US-Canada Border,Nov-20,Trucks,591,49,-118.224,POINT (-118.223777 49.000083)
Presidio,Texas,2403,US-Mexico Border,Apr-23,Personal Vehicles,59790,29.562,-104.395,POINT (-104.394907 29.561827)
Skagway,Alaska,3103,US-Canada Border,Oct-21,Truck Containers Empty,208,59.63,-135.164,POINT (-135.164444 59.629722)
Antler,North Dakota,3413,US-Canada Border,Jul-23,Trucks,36,48.999,-101.296,POINT (-101.296055 48.999472)
Douglas,Arizona,2601,US-Mexico Border,Jan-21,Truck Containers Empty,886,31.334,-109.56,POINT (-109.560344 31.334043)
Walhalla,North Dakota,3407,US-Canada Border,Sep-21,Trucks,685,49,-97.908,POINT (-97.908416 49.000472)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Sep-21,Rail Containers Empty,1648,46.509,-84.361,POINT (-84.360833 46.508611)
Lancaster,Minnesota,3430,US-Canada Border,Dec-22,Truck Containers Loaded,6,49,-96.801,POINT (-96.800527 49.000194)
Sumas,Washington,3009,US-Canada Border,Aug-23,Train Passengers,54,49.002,-122.265,POINT (-122.264805 49.002388)
Norton,Vermont,211,US-Canada Border,Sep-23,Personal Vehicles,1588,45.011,-71.793,POINT (-71.793219 45.010771)
Carbury,North Dakota,3421,US-Canada Border,Aug-22,Truck Containers Empty,16,48.999,-100.556,POINT (-100.555805 48.999416)
Nogales,Arizona,2604,US-Mexico Border,Aug-23,Truck Containers Loaded,24842,31.333,-110.943,POINT (-110.942516 31.332839)
Vanceboro,Maine,105,US-Canada Border,Aug-21,Trucks,155,45.569,-67.429,POINT (-67.428541 45.568761)
Champlain Rouses Point,New York,712,US-Canada Border,Sep-23,Rail Containers Empty,488,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Alexandria Bay,New York,708,US-Canada Border,Jul-22,Bus Passengers,1089,44.347,-75.984,POINT (-75.983592 44.347229)
Lancaster,Minnesota,3430,US-Canada Border,Jul-22,Truck Containers Loaded,12,49,-96.801,POINT (-96.800527 49.000194)
Naco,Arizona,2603,US-Mexico Border,Mar-22,Truck Containers Empty,204,31.334,-109.948,POINT (-109.948413 31.334084)
Derby Line,Vermont,209,US-Canada Border,Oct-21,Personal Vehicle Passengers,10565,45.006,-72.099,POINT (-72.099279 45.005739)
Presidio,Texas,2403,US-Mexico Border,Feb-23,Truck Containers Empty,315,29.562,-104.395,POINT (-104.394907 29.561827)
Boundary,Washington,3015,US-Canada Border,Apr-22,Trucks,12,49.001,-117.628,POINT (-117.627583 49.00075)
Detroit,Michigan,3801,US-Canada Border,Jan-22,Truck Containers Loaded,86812,42.332,-83.048,POINT (-83.047924 42.331685)
Douglas,Arizona,2601,US-Mexico Border,Jul-21,Pedestrians,24290,31.334,-109.56,POINT (-109.560344 31.334043)
Massena,New York,704,US-Canada Border,Sep-21,Trucks,2497,44.991,-74.74,POINT (-74.739722 44.990556)
Ysleta,Texas,2401,US-Mexico Border,Mar-21,Trucks,59521,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Eastport,Idaho,3302,US-Canada Border,Feb-22,Truck Containers Empty,962,49.001,-116.181,POINT (-116.181027 49.000555)
Portal,North Dakota,3403,US-Canada Border,Jun-23,Personal Vehicle Passengers,13029,48.999,-102.552,POINT (-102.551944 48.998944)
Progreso,Texas,2309,US-Mexico Border,Nov-22,Truck Containers Loaded,2405,26.062,-97.95,POINT (-97.949958 26.062133)
Buffalo Niagara Falls,New York,901,US-Canada Border,Apr-22,Rail Containers Loaded,8122,43.095,-79.056,POINT (-79.055847 43.09549)
Jackman,Maine,104,US-Canada Border,Mar-23,Trains,37,45.806,-70.397,POINT (-70.396722 45.805661)
Beecher Falls,Vermont,206,US-Canada Border,Feb-23,Truck Containers Empty,592,45.013,-71.505,POINT (-71.505309 45.013411)
Naco,Arizona,2603,US-Mexico Border,Feb-22,Pedestrians,7343,31.334,-109.948,POINT (-109.948413 31.334084)
Turner,Montana,3306,US-Canada Border,Apr-23,Bus Passengers,18,49,-108.388,POINT (-108.387916 48.999527)
Blaine,Washington,3004,US-Canada Border,Jul-22,Buses,765,48.994,-122.749,POINT (-122.748884 48.994045)
Van Buren,Maine,108,US-Canada Border,Dec-20,Train Passengers,90,47.16,-67.931,POINT (-67.930799 47.159645)
Alcan,Alaska,3104,US-Canada Border,Feb-21,Personal Vehicle Passengers,699,62.615,-141.001,POINT (-141.001444 62.614961)
Highgate Springs,Vermont,212,US-Canada Border,Jun-21,Trains,13,45.015,-73.085,POINT (-73.085037 45.015414)
Van Buren,Maine,108,US-Canada Border,Sep-22,Personal Vehicles,4359,47.16,-67.931,POINT (-67.930799 47.159645)
Nogales,Arizona,2604,US-Mexico Border,Sep-22,Truck Containers Loaded,14003,31.333,-110.943,POINT (-110.942516 31.332839)
International Falls,Minnesota,3604,US-Canada Border,Jun-23,Pedestrians,894,48.608,-93.401,POINT (-93.401355 48.6078)
International Falls,Minnesota,3604,US-Canada Border,Oct-21,Truck Containers Loaded,714,48.608,-93.401,POINT (-93.401355 48.6078)
Dunseith,North Dakota,3422,US-Canada Border,May-23,Truck Containers Loaded,2081,48.999,-100.052,POINT (-100.052166 48.999277)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Sep-22,Bus Passengers,588,46.509,-84.361,POINT (-84.360833 46.508611)
Van Buren,Maine,108,US-Canada Border,Dec-21,Rail Containers Loaded,523,47.16,-67.931,POINT (-67.930799 47.159645)
Sherwood,North Dakota,3414,US-Canada Border,Jan-22,Truck Containers Loaded,49,48.999,-101.628,POINT (-101.627527 48.999305)
Roosville,Montana,3318,US-Canada Border,Feb-23,Buses,2,49,-115.056,POINT (-115.056027 48.999638)
Neche,North Dakota,3404,US-Canada Border,Feb-22,Personal Vehicles,345,49.001,-97.557,POINT (-97.557333 49.000527)
Brownsville,Texas,2301,US-Mexico Border,Jul-21,Personal Vehicle Passengers,470983,25.952,-97.401,POINT (-97.40067 25.95155)
Presidio,Texas,2403,US-Mexico Border,May-21,Truck Containers Empty,306,29.562,-104.395,POINT (-104.394907 29.561827)
Lukeville,Arizona,2602,US-Mexico Border,Apr-21,Truck Containers Loaded,34,31.88,-112.817,POINT (-112.817077 31.880195)
Laredo,Texas,2304,US-Mexico Border,Dec-21,Personal Vehicles,391602,27.5,-99.507,POINT (-99.507412 27.499561)
Metaline Falls,Washington,3025,US-Canada Border,Sep-23,Personal Vehicles,1889,49,-117.299,POINT (-117.299444 48.999972)
Calexico East,California,2507,US-Mexico Border,Sep-22,Pedestrians,30142,32.673,-115.388,POINT (-115.388018 32.673389)
Wildhorse,Montana,3323,US-Canada Border,Dec-22,Truck Containers Loaded,8,48.999,-110.215,POINT (-110.215083 48.999361)
Scobey,Montana,3309,US-Canada Border,Sep-23,Personal Vehicles,496,49,-105.408,POINT (-105.407638 48.999527)
Frontier,Washington,3020,US-Canada Border,Apr-21,Trucks,1952,49,-117.832,POINT (-117.831527 49.0005)
Port Angeles,Washington,3007,US-Canada Border,May-23,Truck Containers Empty,9,48.122,-123.431,POINT (-123.430694 48.121858)
Calais,Maine,115,US-Canada Border,Feb-22,Personal Vehicle Passengers,7935,45.189,-67.275,POINT (-67.275381 45.188548)
Whitlash,Montana,3321,US-Canada Border,Oct-22,Truck Containers Empty,1,48.997,-111.258,POINT (-111.257916 48.99725)
Neche,North Dakota,3404,US-Canada Border,Feb-22,Personal Vehicle Passengers,553,49.001,-97.557,POINT (-97.557333 49.000527)
Del Bonita,Montana,3322,US-Canada Border,Oct-23,Truck Containers Empty,16,48.999,-112.788,POINT (-112.78825 48.998555)
Pembina,North Dakota,3401,US-Canada Border,Aug-23,Personal Vehicle Passengers,77661,49,-97.237,POINT (-97.237036 49.000453)
Calexico East,California,2507,US-Mexico Border,Jul-21,Train Passengers,18,32.673,-115.388,POINT (-115.388018 32.673389)
Point Roberts,Washington,3017,US-Canada Border,Apr-23,Buses,40,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Aug-22,Personal Vehicle Passengers,74647,46.509,-84.361,POINT (-84.360833 46.508611)
Trout River,New York,715,US-Canada Border,Jul-21,Trains,42,44.992,-74.308,POINT (-74.308172 44.992058)
Metaline Falls,Washington,3025,US-Canada Border,Apr-22,Trucks,317,49,-117.299,POINT (-117.299444 48.999972)
Scobey,Montana,3309,US-Canada Border,Dec-21,Personal Vehicles,159,49,-105.408,POINT (-105.407638 48.999527)
Otay Mesa,California,2506,US-Mexico Border,Feb-21,Buses,437,32.55,-116.939,POINT (-116.938538 32.55033)
Highgate Springs,Vermont,212,US-Canada Border,Nov-23,Personal Vehicle Passengers,62328,45.015,-73.085,POINT (-73.085037 45.015414)
Calais,Maine,115,US-Canada Border,Aug-20,Trucks,5812,45.189,-67.275,POINT (-67.275381 45.188548)
San Ysidro,California,2504,US-Mexico Border,Oct-20,Buses,3327,32.543,-117.029,POINT (-117.028761 32.542528)
Champlain Rouses Point,New York,712,US-Canada Border,Jun-23,Bus Passengers,16392,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Kenneth G Ward,Washington,3023,US-Canada Border,Jan-23,Personal Vehicle Passengers,52064,49.002,-122.485,POINT (-122.485027 49.002277)
Laredo,Texas,2304,US-Mexico Border,Aug-22,Truck Containers Loaded,197661,27.5,-99.507,POINT (-99.507412 27.499561)
Andrade,California,2502,US-Mexico Border,Oct-22,Pedestrians,49426,32.718,-114.728,POINT (-114.72832 32.718143)
Laurier,Washington,3016,US-Canada Border,Jul-22,Train Passengers,7,49,-118.224,POINT (-118.223777 49.000083)
Champlain Rouses Point,New York,712,US-Canada Border,Aug-22,Rail Containers Empty,432,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Naco,Arizona,2603,US-Mexico Border,Mar-21,Personal Vehicles,21160,31.334,-109.948,POINT (-109.948413 31.334084)
Richford,Vermont,203,US-Canada Border,Sep-23,Personal Vehicles,8018,45.012,-72.589,POINT (-72.588559 45.01174)
Santa Teresa,New Mexico,2408,US-Mexico Border,Oct-23,Truck Containers Empty,11003,31.784,-106.679,POINT (-106.679437 31.783939)
Del Bonita,Montana,3322,US-Canada Border,Jun-22,Trucks,47,48.999,-112.788,POINT (-112.78825 48.998555)
Presidio,Texas,2403,US-Mexico Border,Sep-23,Personal Vehicles,56374,29.562,-104.395,POINT (-104.394907 29.561827)
Roseau,Minnesota,3426,US-Canada Border,Aug-23,Personal Vehicle Passengers,5661,49,-95.766,POINT (-95.766469 48.999538)
Ferry,Washington,3013,US-Canada Border,Sep-21,Trucks,1,49,-118.761,POINT (-118.761166 49.000083)
Andrade,California,2502,US-Mexico Border,Aug-21,Personal Vehicle Passengers,31403,32.718,-114.728,POINT (-114.72832 32.718143)
Pembina,North Dakota,3401,US-Canada Border,Dec-22,Rail Containers Loaded,8920,49,-97.237,POINT (-97.237036 49.000453)
Portal,North Dakota,3403,US-Canada Border,Apr-23,Personal Vehicles,4074,48.999,-102.552,POINT (-102.551944 48.998944)
Danville,Washington,3012,US-Canada Border,Nov-22,Personal Vehicles,899,49,-118.504,POINT (-118.503722 49.000083)
Calexico,California,2503,US-Mexico Border,Jul-21,Pedestrians,165992,32.673,-115.388,POINT (-115.388018 32.673389)
Maida,North Dakota,3416,US-Canada Border,Feb-21,Personal Vehicles,30,49,-98.365,POINT (-98.36525 49.00025)
Del Rio,Texas,2302,US-Mexico Border,Aug-23,Truck Containers Loaded,4915,29.327,-100.928,POINT (-100.927612 29.326784)
Calexico East,California,2507,US-Mexico Border,Jun-21,Truck Containers Loaded,19070,32.673,-115.388,POINT (-115.388018 32.673389)
Beecher Falls,Vermont,206,US-Canada Border,Sep-20,Truck Containers Loaded,284,45.013,-71.505,POINT (-71.505309 45.013411)
Boundary,Washington,3015,US-Canada Border,Jun-23,Rail Containers Loaded,610,49.001,-117.628,POINT (-117.627583 49.00075)
Portal,North Dakota,3403,US-Canada Border,Dec-21,Personal Vehicle Passengers,5239,48.999,-102.552,POINT (-102.551944 48.998944)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Feb-22,Personal Vehicles,6307,46.509,-84.361,POINT (-84.360833 46.508611)
